"game_id","line.x.team1","spread.team1","line.y.team1","first_downs.team1","total_yards.team1","passing.team1","yards_per_pass.team1","rushing.team1","rushing_attempts.team1","yards_per_rush.team1","turnovers.team1","fumbles_lost.team1","ints_thrown.team1","possession.team1","score.team1","third_downs.team1","third_down_att.team1","fourth_downs.team1","fourth_down_att.team1","penalties.team1","penalty_yards.team1","X3.team1","count.team1.x","season_1H_third_down_total.team1","season_1H_third_down_att_total.team1","season_1H_third_down_conv.team1","season_1H_fourth_down_total.team1","season_1H_yards_total.team1","season_1H_pass_yards_total.team1","season_1H_fourth_down_avg.team1","season_1H_yards_avg.team1","season_1H_pass_yards_avg.team1","season_1H_penalty_yards_total.team1","season_1H_penalty_yards_avg.team1","season_1H_turnovers_total.team1","season_1H_turnovers_avg.team1","first_downs.team2","total_yards.team2","passing.team2","yards_per_pass.team2","rushing.team2","rushing_attempts.team2","yards_per_rush.team2","turnovers.team2","fumbles_lost.team2","ints_thrown.team2","possession.team2","score.team2","third_downs.team2","third_down_att.team2","fourth_downs.team2","fourth_down_att.team2","penalties.team2","penalty_yards.team2","X3.team2","count.team2.x","season_1H_third_down_total.team2","season_1H_third_down_att_total.team2","season_1H_third_down_conv.team2","season_1H_fourth_down_total.team2","season_1H_yards_total.team2","season_1H_pass_yards_total.team2","season_1H_fourth_down_avg.team2","season_1H_yards_avg.team2","season_1H_pass_yards_avg.team2","season_1H_penalty_yards_total.team2","season_1H_penalty_yards_avg.team2","season_1H_turnovers_total.team2","season_1H_turnovers_avg.team2","game_date.x.x.team1","team.team1","third_downs_2H.team1","third_down_att_2H.team1","fourth_downs_2H.team1","fourth_down_att_2H.team1","penalties_2H.team1","penalty_yards_2H.team1","total_yards_2H.team1","pass_yards_2H.team1","turnovers_2H.team1","score.y.team1","count.team1.y","season_2H_third_down_total.team1","season_2H_third_down_att_total.team1","season_2H_third_down_conv.team1","season_2H_fourth_down_total.team1","season_2H_yards_total.team1","season_2H_pass_yards_total.team1","season_2H_fourth_down_avg.team1","season_2H_yards_avg.team1","season_2H_pass_yards_avg.team1","season_2H_penalty_yards_total.team1","season_2H_penalty_yards_avg.team1","season_2H_turnovers_total.team1","season_2H_turnovers_avg.team1","game_date.x.x.team2","team.team2","third_downs_2H.team2","third_down_att_2H.team2","fourth_downs_2H.team2","fourth_down_att_2H.team2","penalties_2H.team2","penalty_yards_2H.team2","total_yards_2H.team2","pass_yards_2H.team2","turnovers_2H.team2","score.y.team2","count.team2.y","season_2H_third_down_total.team2","season_2H_third_down_att_total.team2","season_2H_third_down_conv.team2","season_2H_fourth_down_total.team2","season_2H_yards_total.team2","season_2H_pass_yards_total.team2","season_2H_fourth_down_avg.team2","season_2H_yards_avg.team2","season_2H_pass_yards_avg.team2","season_2H_penalty_yards_total.team2","season_2H_penalty_yards_avg.team2","season_2H_turnovers_total.team2","season_2H_turnovers_avg.team2"
400787268,"53.5","+7.5","26.5",10,169,137,6.5,32,14,2.3,1,0,1,"13:03",17,2,6,0,0,6,55,"6",3,7,14,0.5,0,382,259,0,191,129.5,67,33.5,0,0,8,158,82,5.1,76,24,3.2,1,0,1,"16:57",10,4,9,0,1,3,25,"3",6,8,29,0.275862068965517,1,946,293,0.2,189.2,58.6,137,27.4,1,0.2,"10/24/2015","HAW",0,3,0,0,4,24,156,154,3,20,3,7,17,0.411764705882353,0,288,176,0,144,88,127,63.5,2,1,"10/24/2015","NEV",2,6,0,0,1,10,214,46,0,30,6,17,37,0.459459459459459,1,1057,658,0.2,211.4,131.6,86,17.2,3,0.6
400787269,"56","+7","27.5",8,175,5,1.7,170,22,7.7,0,0,0,"12:30",14,1,3,0,0,2,20,"2",6,18,41,0.439024390243902,4,980,293,0.8,196,58.6,109,21.8,3,0.6,13,292,116,7.2,176,27,6.5,0,0,0,"17:30",21,5,8,0,1,3,30,"3",5,13,31,0.419354838709677,2,716,446,0.5,179,111.5,80,20,4,1,"10/24/2015","UNM",1,6,0,0,1,14,160,125,2,21,6,16,41,0.390243902439024,3,835,303,0.6,167,60.6,146,29.2,4,0.8,"10/24/2015","SJSU",4,7,0,1,2,20,206,65,0,31,4,4,16,0.25,0,435,235,0,145,78.3333333333333,11,3.66666666666667,5,1.66666666666667
400787311,"62","-4.5","31",16,296,109,5.4,187,22,8.5,1,1,0,"15:21",14,2,7,1,2,2,20,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,220,98,5.2,122,16,7.6,0,0,0,"14:01",17,3,8,0,1,3,30,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/19/2015","BALL",6,12,2,2,1,10,176,85,0,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/19/2015","EMU",3,8,0,0,1,15,99,98,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400787313,"53.5","+8","27",15,217,128,6.4,89,21,4.2,0,0,0,"18:04",14,5,9,0,0,10,87,"10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,146,55,4.6,91,15,6.1,1,1,0,"11:56",7,1,4,0,1,6,76,"6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/26/2015","AKR",4,8,0,1,1,5,241,110,1,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/26/2015","ULL",4,8,1,1,5,50,139,118,3,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400787314,"58.5","+4","27",3,84,91,5.7,-7,13,-0.5,4,2,2,"9:46",7,0,6,0,0,7,85,"7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,283,208,5.1,75,19,3.9,1,0,1,"20:14",27,7,14,0,1,5,55,"5",2,4,7,0.571428571428571,0,196,103,0,196,103,39,39,1,1,"09/26/2015","ARST",2,7,1,3,1,5,125,132,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/26/2015","TOL",3,6,0,0,3,25,194,100,0,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400787315,"51.5","-1.5","24",10,181,50,5,131,33,4,0,0,0,"16:27",10,5,11,1,2,3,29,"3",3,5,18,0.277777777777778,0,132,43,0,66,21.5,30,15,2,1,7,98,61,3.2,37,12,3.1,1,0,1,"13:33",3,3,8,0,0,1,5,"1",2,1,8,0.125,1,229,164,1,229,164,35,35,0,0,"10/03/2015","NIU",1,9,3,5,5,40,135,55,4,19,3,4,16,0.25,0,211,118,0,105.5,59,41,20.5,2,1,"10/03/2015","CMU",3,8,0,1,0,0,177,121,0,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400787316,"44.5","-2","22",13,180,127,7.5,53,20,2.7,0,0,0,"17:09",14,5,8,0,0,3,35,"3",2,4,8,0.5,1,225,153,1,225,153,20,20,0,0,9,146,111,5.8,35,13,2.7,0,0,0,"12:51",6,2,8,1,1,5,24,"5",2,5,9,0.555555555555556,0,217,128,0,217,128,87,87,0,0,"10/03/2015","OHIO",2,7,0,0,5,36,47,52,1,14,2,4,8,0.5,0,120,41,0,120,41,31,31,0,0,"10/03/2015","AKR",3,9,1,2,5,55,173,120,1,12,2,4,8,0.5,0,241,110,0,241,110,5,5,1,1
400787317,"54.5","-6","26",13,300,99,11,201,28,7.2,2,0,2,"15:43",24,3,5,0,0,4,40,"4",3,11,21,0.523809523809524,0,479,311,0,239.5,155.5,94,47,2,1,8,88,64,4,24,20,1.2,1,1,0,"14:17",3,4,10,0,0,0,0,"0",3,5,16,0.3125,1,517,211,0.5,258.5,105.5,25,12.5,2,1,"10/03/2015","TOL",3,8,0,1,10,95,144,65,0,24,2,3,6,0.5,0,194,100,0,194,100,25,25,0,0,"10/03/2015","BALL",2,7,1,2,3,35,174,172,0,10,3,8,19,0.421052631578947,2,314,161,1,157,80.5,15,7.5,0,0
400787318,"68","-7","34",16,360,280,12.2,80,24,3.3,0,0,0,"14:39",21,3,6,1,2,3,30,"3",2,6,10,0.6,1,362,276,1,362,276,135,135,0,0,15,216,168,5.2,48,13,3.7,0,0,0,"15:21",6,2,7,0,1,3,38,"3",2,2,8,0.25,1,229,190,1,229,190,50,50,0,0,"10/03/2015","BGSU",4,6,0,1,4,40,176,44,0,28,2,1,5,0.2,0,217,167,0,217,167,-43,-43,0,0,"10/03/2015","BUFF",8,12,2,2,5,47,284,180,1,22,2,5,8,0.625,0,258,148,0,258,148,40,40,3,3
400787319,"43","+10.5","19.5",6,85,32,2.5,53,18,2.9,1,0,1,"13:40",0,2,8,0,0,3,29,"3",3,7,19,0.368421052631579,1,457,286,0.5,228.5,143,36,18,2,1,8,211,25,2.8,186,26,7.2,0,0,0,"16:20",13,2,8,0,1,2,20,"2",2,1,9,0.111111111111111,0,210,70,0,210,70,45,45,0,0,"10/03/2015","M-OH",4,12,2,3,7,38,331,293,3,14,3,5,16,0.3125,1,282,110,0.5,141,55,50,25,3,1.5,"10/03/2015","KENT",0,6,1,1,5,37,139,111,1,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400787320,"46.5","+15.5","21.5",8,174,100,5,74,18,4.1,0,0,0,"15:17",7,3,10,0,0,7,58,"7",3,3,17,0.176470588235294,0,421,95,0,210.5,47.5,65,32.5,0,0,15,293,135,7.1,158,23,6.9,1,1,0,"14:31",24,1,7,1,2,4,35,"4",4,14,26,0.538461538461538,0,779,410,0,259.666666666667,136.666666666667,134,44.6666666666667,4,1.33333333333333,"10/10/2015","KENT",4,8,0,0,2,25,83,34,1,7,2,0,6,0,1,139,111,1,139,111,37,37,1,1,"10/10/2015","TOL",3,6,0,0,5,49,225,95,0,38,3,6,14,0.428571428571429,0,338,165,0,169,82.5,120,60,0,0
400787321,"78","+12","41",20,293,275,7.2,18,10,1.8,1,0,1,"14:35",17,5,8,0,0,5,53,"5",4,5,23,0.217391304347826,3,881,668,1,293.666666666667,222.666666666667,95,31.6666666666667,2,0.666666666666667,20,374,243,9.7,131,20,6.6,1,0,1,"15:20",28,3,4,0,0,8,88,"8",3,9,16,0.5625,2,722,556,1,361,278,165,82.5,0,0,"10/10/2015","UMASS",1,5,0,2,2,25,223,211,1,38,4,9,23,0.391304347826087,1,502,390,0.333333333333333,167.333333333333,130,118,39.3333333333333,3,1,"10/10/2015","BGSU",6,9,0,0,2,25,351,276,0,62,3,5,11,0.454545454545455,0,393,211,0,196.5,105.5,-3,-1.5,0,0
400787322,"52.5","-8.5","24.5",19,355,198,9.9,157,28,5.6,0,0,0,"19:43",40,7,9,0,0,4,11,"4",3,7,17,0.411764705882353,1,363,239,0.5,181.5,119.5,111,55.5,0,0,10,204,144,8,60,12,5,2,1,1,"10:17",14,1,4,1,1,4,35,"4",4,8,19,0.421052631578947,1,538,256,0.333333333333333,179.333333333333,85.3333333333333,110,36.6666666666667,2,0.666666666666667,"10/10/2015","AKR",4,7,0,0,4,43,145,24,0,47,3,7,17,0.411764705882353,1,414,230,0.5,207,115,60,30,2,1,"10/10/2015","EMU",3,7,1,3,5,55,209,108,1,21,4,6,18,0.333333333333333,1,509,381,0.333333333333333,169.666666666667,127,82,27.3333333333333,5,1.66666666666667
400787325,"50","+15.5","23.5",5,106,97,6.9,9,9,1,1,0,1,"9:31",3,1,5,0,0,2,16,"2",4,9,27,0.333333333333333,1,542,318,0.333333333333333,180.666666666667,106,65,21.6666666666667,3,1,15,267,206,7.6,61,19,3.2,0,0,0,"20:29",17,5,9,0,0,3,40,"3",3,9,16,0.5625,1,405,280,0.5,202.5,140,55,27.5,0,0,"10/10/2015","M-OH",0,5,0,0,4,31,147,69,3,3,4,9,28,0.321428571428571,3,613,403,1,204.333333333333,134.333333333333,88,29.3333333333333,6,2,"10/10/2015","OHIO",1,5,0,0,2,21,161,72,1,34,3,6,15,0.4,0,167,93,0,83.5,46.5,67,33.5,1,0.5
400787326,"55","+7","27",12,210,98,5.8,112,21,5.3,1,0,1,"16:47",10,4,8,0,1,6,58,"6",4,6,27,0.222222222222222,0,595,195,0,198.333333333333,65,123,41,0,0,12,206,137,6.5,69,16,4.3,1,0,1,"13:13",10,4,8,0,0,6,56,"6",5,10,31,0.32258064516129,3,1174,943,0.75,293.5,235.75,148,37,3,0.75,"10/17/2015","KENT",3,11,0,0,3,45,117,37,0,15,3,4,14,0.285714285714286,1,222,145,0.5,111,72.5,62,31,2,1,"10/17/2015","UMASS",0,6,0,1,3,20,51,34,0,10,5,10,28,0.357142857142857,1,725,601,0.25,181.25,150.25,143,35.75,4,1
400787327,"55","-18","25",11,258,161,10.1,97,18,5.4,1,1,0,"11:09",21,2,6,1,2,0,0,"0",4,10,29,0.344827586206897,1,313,93,0.333333333333333,104.333333333333,31,59,19.6666666666667,2,0.666666666666667,7,133,80,4,53,17,3.1,0,0,0,"18:51",3,1,8,0,0,4,34,"4",5,10,32,0.3125,1,648,415,0.25,162,103.75,81,20.25,4,1,"10/17/2015","NIU",3,6,0,0,2,32,256,42,1,45,4,5,25,0.2,3,346,173,1,115.333333333333,57.6666666666667,81,27,6,2,"10/17/2015","M-OH",3,9,1,1,5,41,176,76,2,12,5,9,33,0.272727272727273,3,760,472,0.75,190,118,119,29.75,9,2.25
400787329,"63.5","+13.5","32",13,287,246,11.2,41,15,2.7,0,0,0,"15:56",24,4,7,0,0,4,40,"4",3,7,18,0.388888888888889,0,523,354,0,261.5,177,55,27.5,4,2,13,197,118,4.5,79,20,4,0,0,0,"14:04",10,8,12,0,1,2,20,"2",4,9,26,0.346153846153846,1,605,275,0.333333333333333,201.666666666667,91.6666666666667,25,8.33333333333333,3,1,"10/17/2015","GAST",1,7,0,0,3,25,158,166,1,31,3,6,12,0.5,0,490,336,0,245,168,43,21.5,3,1.5,"10/17/2015","BALL",3,10,0,0,4,45,175,100,1,19,4,10,26,0.384615384615385,3,488,333,1,162.666666666667,111,50,16.6666666666667,0,0
400787331,"62.5","+13","30",11,193,80,3.6,113,24,4.7,2,1,1,"18:24",10,5,12,1,1,6,58,"6",4,14,26,0.538461538461538,1,718,437,0.333333333333333,239.333333333333,145.666666666667,122,40.6666666666667,0,0,14,250,186,9.8,64,18,3.6,0,0,0,"11:36",28,2,5,0,0,5,44,"5",4,12,20,0.6,2,1096,799,0.666666666666667,365.333333333333,266.333333333333,253,84.3333333333333,1,0.333333333333333,"10/17/2015","AKR",1,6,0,2,2,12,69,24,2,10,4,11,24,0.458333333333333,1,559,254,0.333333333333333,186.333333333333,84.6666666666667,103,34.3333333333333,2,0.666666666666667,"10/17/2015","BGSU",4,8,2,2,2,10,282,226,0,59,4,11,20,0.55,0,744,487,0,248,162.333333333333,22,7.33333333333333,0,0
400787333,"53.5","-3","26",13,204,177,6.1,27,23,1.2,3,0,3,"18:19",10,7,11,1,2,3,20,"3",4,14,25,0.56,1,672,486,0.333333333333333,224,162,95,31.6666666666667,0,0,10,188,161,8.5,27,11,2.5,0,0,0,"11:41",31,3,6,0,0,2,22,"2",3,4,15,0.266666666666667,1,445,358,0.5,222.5,179,88,44,0,0,"10/24/2015","OHIO",3,7,0,2,4,38,218,191,1,17,4,7,20,0.35,0,328,165,0,109.333333333333,55,88,29.3333333333333,2,0.666666666666667,"10/24/2015","BUFF",2,8,0,0,6,43,185,51,0,41,3,13,20,0.65,2,542,328,1,271,164,87,43.5,4,2
400787335,"65","+28","27.5",11,174,92,4.2,82,22,3.7,0,0,0,"14:06",0,3,9,0,1,5,47,"5",5,9,23,0.391304347826087,2,742,400,0.5,185.5,100,145,36.25,4,1,21,372,153,6.7,219,31,7.1,0,0,0,"15:54",35,9,12,1,1,3,19,"3",5,12,35,0.342857142857143,2,571,254,0.5,142.75,63.5,59,14.75,3,0.75,"10/24/2015","EMU",5,9,0,0,2,30,202,127,1,21,5,9,25,0.36,2,718,489,0.5,179.5,122.25,137,34.25,6,1.5,"10/24/2015","NIU",6,11,0,0,5,51,219,116,0,49,5,8,31,0.258064516129032,3,602,215,0.75,150.5,53.75,113,28.25,7,1.75
400787336,"56","-7.5","28",9,220,159,9.9,61,15,4.1,1,1,0,"16:16",10,1,5,0,0,7,35,"7",3,4,16,0.25,1,327,225,0.5,163.5,112.5,40,20,1,0.5,13,220,110,5.8,110,21,5.2,1,1,0,"13:39",14,1,5,1,1,3,30,"3",5,17,38,0.447368421052632,1,802,393,0.25,200.5,98.25,45,11.25,3,0.75,"10/24/2015","CMU",5,9,0,0,3,20,214,157,1,23,2,3,8,0.375,0,177,121,0,177,121,0,0,0,0,"10/24/2015","BALL",1,7,0,2,2,20,79,77,0,21,5,13,36,0.361111111111111,3,663,433,0.75,165.75,108.25,95,23.75,1,0.25
400787337,"55","+25","26",6,167,125,9.6,42,17,2.5,1,1,0,"12:30",10,3,8,0,1,4,29,"4",6,11,40,0.275,1,781,495,0.2,156.2,99,115,23,4,0.8,12,232,163,7.8,69,20,3.5,0,0,0,"17:30",21,4,7,1,1,4,29,"4",2,3,9,0.333333333333333,1,232,148,1,232,148,35,35,1,1,"10/24/2015","M-OH",1,6,0,1,4,35,109,93,1,13,6,12,42,0.285714285714286,4,936,548,0.8,187.2,109.6,160,32,11,2.2,"10/24/2015","WMU",3,6,0,1,1,9,189,115,0,35,2,4,8,0.5,0,106,21,0,106,21,39,39,0,0
400787338,"61.5","-14.5","34",14,265,157,5.6,108,26,4.2,3,0,3,"17:41",10,6,12,1,3,7,55,"7",5,15,33,0.454545454545455,1,1072,545,0.25,268,136.25,169,42.25,5,1.25,14,265,130,6.2,135,18,7.5,1,0,1,"12:19",28,3,7,0,0,5,55,"5",6,14,39,0.358974358974359,3,1380,1080,0.6,276,216,204,40.8,4,0.8,"10/24/2015","TOL",6,9,1,1,3,26,355,198,0,51,4,9,20,0.45,0,563,260,0,187.666666666667,86.6666666666667,169,56.3333333333333,0,0,"10/24/2015","UMASS",1,8,0,2,10,79,123,110,0,35,6,10,34,0.294117647058824,1,776,635,0.2,155.2,127,163,32.6,4,0.8
400787415,"65","+4.5","33",18,359,216,7.7,143,26,5.5,1,1,0,"18:29",24,5,10,0,0,6,50,"6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,229,179,8.5,50,15,3.3,1,0,1,"11:31",13,2,7,0,1,2,15,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/12/2015","GAST",3,6,0,0,3,25,223,156,2,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/12/2015","NMSU",4,9,0,1,5,30,300,266,0,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400787443,"67","-16","33",13,286,87,6.2,199,20,9.9,1,0,1,"13:43",16,2,6,0,0,3,31,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,246,180,9,66,19,3.5,0,0,0,"16:17",13,1,6,0,0,2,15,"2",2,1,8,0.125,1,114,85,1,114,85,13,13,0,0,"09/26/2015","GASO",3,6,1,1,1,7,282,40,1,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/26/2015","IDHO",1,6,1,2,0,0,149,104,2,20,2,4,9,0.444444444444444,0,197,155,0,197,155,10,10,0,0
400787444,"60.5","+21.5","30",9,176,84,3.7,92,14,6.6,1,0,1,"15:18",14,4,9,0,1,6,36,"6",3,2,14,0.142857142857143,1,360,265,0.5,180,132.5,28,14,0,0,17,336,105,5.5,231,25,9.2,1,0,1,"14:42",28,7,8,0,0,5,49,"5",2,0,6,0,0,84,91,0,84,91,85,85,4,4,"10/03/2015","IDHO",2,5,0,0,5,57,162,82,2,35,3,5,15,0.333333333333333,1,346,259,0.5,173,129.5,10,5,2,1,"10/03/2015","ARST",0,3,0,0,10,108,185,83,1,49,2,2,7,0.285714285714286,1,125,132,1,125,132,5,5,1,1
400787445,"48","-6","24",12,240,48,6.9,192,25,7.7,0,0,0,"14:18",31,3,5,1,1,8,60,"8",2,2,6,0.333333333333333,0,286,87,0,286,87,31,31,1,1,10,141,85,3.4,56,20,2.8,1,0,1,"15:42",10,4,10,1,2,9,57,"9",2,0,10,0,1,37,46,1,37,46,5,5,1,1,"10/03/2015","GASO",1,8,3,4,4,49,263,0,1,51,2,3,6,0.5,1,282,40,1,282,40,7,7,1,1,"10/03/2015","ULM",1,4,0,0,1,15,138,147,2,31,2,3,10,0.3,0,55,37,0,55,37,85,85,1,1
400787447,"61","+6","30",14,187,74,4.9,113,28,4,2,1,1,"17:25",21,3,7,0,1,3,40,"3",4,10,29,0.344827586206897,0,550,456,0,183.333333333333,152,59,19.6666666666667,5,1.66666666666667,9,119,35,2.3,84,19,4.4,2,0,2,"12:35",15,2,6,0,1,4,45,"4",2,4,8,0.5,0,126,62,0,126,62,20,20,0,0,"10/03/2015","USA",1,7,1,1,1,15,178,131,0,24,3,3,12,0.25,0,200,167,0,100,83.5,50,25,1,0.5,"10/03/2015","TROY",4,8,0,1,3,21,146,111,1,18,2,3,9,0.333333333333333,1,129,112,1,129,112,39,39,1,1
400787449,"68","+3.5","33",10,189,98,4.3,91,17,5.4,0,0,0,"13:04",14,2,8,2,2,3,20,"3",3,6,15,0.4,0,476,289,0,238,144.5,57,28.5,3,1.5,14,259,139,7,120,26,4.6,0,0,0,"16:56",14,4,9,0,2,2,20,"2",3,3,7,0.428571428571429,0,253,133,0,126.5,66.5,86,43,1,0.5,"10/10/2015","TXST",2,7,1,2,6,51,162,80,1,27,3,7,20,0.35,3,516,323,1.5,258,161.5,55,27.5,1,0.5,"10/10/2015","ULL",5,6,0,0,4,30,267,99,0,49,3,7,18,0.388888888888889,1,363,222,0.5,181.5,111,131,65.5,6,3
400787451,"47","-14.5","25.5",8,304,135,15,169,23,7.3,1,1,0,"13:29",24,3,7,1,2,5,53,"5",3,6,12,0.5,1,470,212,0.5,235,106,40,20,2,1,14,223,156,6.5,67,20,3.3,2,0,2,"16:31",14,5,10,1,2,1,5,"1",4,8,28,0.285714285714286,2,315,207,0.666666666666667,105,69,90,30,3,1,"10/17/2015","APP",1,4,2,2,1,15,350,140,0,59,3,2,10,0.2,1,345,51,0.5,172.5,25.5,58,29,0,0,"10/17/2015","ULM",1,6,0,2,2,10,127,35,0,14,4,8,24,0.333333333333333,1,460,339,0.333333333333333,153.333333333333,113,145,48.3333333333333,5,1.66666666666667
400787452,"62.5","+31.5","27.5",10,227,144,6,83,20,4.2,0,0,0,"16:29",7,3,10,0,2,3,25,"3",5,13,30,0.433333333333333,0,934,482,0,233.5,120.5,110,27.5,3,0.75,13,335,85,12.1,250,23,10.9,0,0,0,"13:31",35,2,4,0,0,3,45,"3",3,5,11,0.454545454545455,1,526,135,0.5,263,67.5,91,45.5,1,0.5,"10/17/2015","NMSU",2,4,0,0,1,15,159,109,1,26,4,6,25,0.24,1,472,350,0.333333333333333,157.333333333333,116.666666666667,79,26.3333333333333,3,1,"10/17/2015","GASO",3,7,1,1,4,41,257,0,1,56,3,4,14,0.285714285714286,4,545,40,2,272.5,20,56,28,2,1
400787453,"62.5","+9.5","27.5",13,206,156,6.2,50,17,2.9,0,0,0,"18:09",6,4,10,0,0,3,20,"3",4,6,23,0.260869565217391,1,536,349,0.333333333333333,178.666666666667,116.333333333333,64,21.3333333333333,1,0.333333333333333,7,108,71,5.5,37,16,2.3,1,0,1,"11:51",0,2,6,0,0,5,36,"5",4,9,24,0.375,0,276,148,0,92,49.3333333333333,80,26.6666666666667,3,1,"10/17/2015","IDHO",3,8,0,0,3,39,124,51,0,19,4,7,20,0.35,1,508,341,0.333333333333333,169.333333333333,113.666666666667,67,22.3333333333333,4,1.33333333333333,"10/17/2015","TROY",2,11,2,2,2,11,273,167,3,16,4,10,26,0.384615384615385,3,498,314,1,166,104.666666666667,65,21.6666666666667,3,1
400787455,"60.5","+7","28",7,115,18,3.6,97,22,4.4,0,0,0,"15:23",7,2,6,0,0,3,16,"3",4,7,15,0.466666666666667,1,861,220,0.333333333333333,287,73.3333333333333,136,45.3333333333333,1,0.333333333333333,12,222,122,10.2,100,23,4.3,0,0,0,"14:37",17,3,5,0,0,1,10,"1",4,9,19,0.473684210526316,2,774,347,0.666666666666667,258,115.666666666667,93,31,3,1,"10/22/2015","GASO",2,6,1,1,1,10,137,46,2,13,4,7,21,0.333333333333333,5,802,40,1.66666666666667,267.333333333333,13.3333333333333,97,32.3333333333333,3,1,"10/22/2015","APP",3,7,1,1,4,30,211,80,0,31,4,3,14,0.214285714285714,3,695,191,1,231.666666666667,63.6666666666667,73,24.3333333333333,0,0
400787456,"57.5","+1","28",7,121,79,5.3,42,15,2.8,0,0,0,"13:05",10,1,6,0,0,4,21,"4",5,13,38,0.342105263157895,3,538,363,0.75,134.5,90.75,95,23.75,5,1.25,16,254,190,6.8,64,23,2.8,3,2,1,"16:55",13,4,7,0,0,1,15,"1",5,10,33,0.303030303030303,1,742,505,0.25,185.5,126.25,84,21,1,0.25,"10/24/2015","ULM",1,7,0,2,2,21,122,107,0,13,5,9,30,0.3,1,587,374,0.25,146.75,93.5,155,38.75,5,1.25,"10/24/2015","IDHO",7,11,0,1,4,50,235,125,0,27,5,10,28,0.357142857142857,1,632,392,0.25,158,98,106,26.5,4,1
400787457,"58.5","-3","28",19,415,287,9.3,128,10,12.8,0,0,0,"14:22",45,2,5,1,1,3,17,"3",5,11,30,0.366666666666667,0,384,219,0,96,54.75,116,29,4,1,9,203,107,5.9,96,21,4.6,1,1,0,"15:38",7,1,8,1,2,7,72,"7",6,16,40,0.4,0,1161,626,0,232.2,125.2,135,27,3,0.6,"10/24/2015","TROY",0,6,1,1,2,10,67,29,0,52,5,12,37,0.324324324324324,5,771,481,1.25,192.75,120.25,76,19,6,1.5,"10/24/2015","NMSU",3,10,0,2,1,10,189,54,1,7,5,8,29,0.275862068965517,1,631,459,0.25,157.75,114.75,94,23.5,4,1
400787458,"63","-2","28.5",9,240,96,6,144,21,6.9,0,0,0,"15:00",3,3,9,1,2,10,82,"10",5,13,36,0.361111111111111,0,737,530,0,184.25,132.5,99,24.75,7,1.75,11,166,72,6,94,23,4.1,1,0,1,"15:00",19,3,6,0,0,3,30,"3",4,8,23,0.347826086956522,2,665,387,0.666666666666667,221.666666666667,129,77,25.6666666666667,3,1,"10/24/2015","USA",2,7,0,0,6,45,228,100,0,18,4,4,19,0.210526315789474,1,378,298,0.333333333333333,126,99.3333333333333,65,21.6666666666667,1,0.333333333333333,"10/24/2015","TXST",2,8,0,0,8,81,258,33,0,36,4,9,27,0.333333333333333,4,678,403,1.33333333333333,226,134.333333333333,106,35.3333333333333,2,0.666666666666667
400790882,"51","-8","26",10,105,78,2.7,27,19,1.4,7,4,3,"15:08",10,3,10,1,1,1,5,"1",4,7,21,0.333333333333333,1,806,579,0.333333333333333,268.666666666667,193,88,29.3333333333333,1,0.333333333333333,8,197,109,6.4,88,18,4.9,1,1,0,"14:52",45,3,8,1,1,6,40,"6",3,5,12,0.416666666666667,0,387,175,0,193.5,87.5,90,45,0,0,"10/16/2015","BSU",2,6,1,1,2,25,228,221,1,26,4,8,18,0.444444444444444,1,750,368,0.333333333333333,250,122.666666666667,78,26,3,1,"10/16/2015","USU",2,8,1,2,5,64,137,48,0,52,3,2,14,0.142857142857143,2,302,133,1,151,66.5,60,30,2,1
